,symbol,fundingTime,fundingRate,datetime
2021-05-06 03:00:00.003,ETHUSDT,1620259200003,0.00068239,2021-05-06 03:00:00
2021-05-06 11:00:00.001,ETHUSDT,1620288000001,0.00066648,2021-05-06 11:00:00
2021-05-06 19:00:00.000,ETHUSDT,1620316800000,0.00110886,2021-05-06 19:00:00
2021-05-07 03:00:00.000,ETHUSDT,1620345600000,0.00026032,2021-05-07 03:00:00
2021-05-07 11:00:00.000,ETHUSDT,1620374400000,0.00049147,2021-05-07 11:00:00
2021-05-07 19:00:00.001,ETHUSDT,1620403200001,0.00038025,2021-05-07 19:00:00
2021-05-08 03:00:00.006,ETHUSDT,1620432000006,0.00047199,2021-05-08 03:00:00
2021-05-08 11:00:00.000,ETHUSDT,1620460800000,0.00070136,2021-05-08 11:00:00
2021-05-08 19:00:00.000,ETHUSDT,1620489600000,0.00030149,2021-05-08 19:00:00
2021-05-09 03:00:00.005,ETHUSDT,1620518400005,0.00058991,2021-05-09 03:00:00
2021-05-09 11:00:00.016,ETHUSDT,1620547200016,0.00041522,2021-05-09 11:00:00
2021-05-09 19:00:00.000,ETHUSDT,1620576000000,0.00054148,2021-05-09 19:00:00
2021-05-10 03:00:00.004,ETHUSDT,1620604800004,0.00068787,2021-05-10 03:00:00
2021-05-10 11:00:00.000,ETHUSDT,1620633600000,0.0006638,2021-05-10 11:00:00
2021-05-10 19:00:00.013,ETHUSDT,1620662400013,0.00075749,2021-05-10 19:00:00
2021-05-11 03:00:00.000,ETHUSDT,1620691200000,0.00041169,2021-05-11 03:00:00
2021-05-11 11:00:00.000,ETHUSDT,1620720000000,0.00043204,2021-05-11 11:00:00
2021-05-11 19:00:00.002,ETHUSDT,1620748800002,0.00029649,2021-05-11 19:00:00
2021-05-12 03:00:00.004,ETHUSDT,1620777600004,0.0001,2021-05-12 03:00:00
2021-05-12 11:00:00.007,ETHUSDT,1620806400007,0.00047462,2021-05-12 11:00:00
2021-05-12 19:00:00.012,ETHUSDT,1620835200012,0.00054381,2021-05-12 19:00:00
2021-05-13 03:00:00.016,ETHUSDT,1620864000016,0.00040983,2021-05-13 03:00:00
2021-05-13 11:00:00.000,ETHUSDT,1620892800000,0.00014687,2021-05-13 11:00:00
2021-05-13 19:00:00.008,ETHUSDT,1620921600008,0.0001,2021-05-13 19:00:00
2021-05-14 03:00:00.007,ETHUSDT,1620950400007,0.0001,2021-05-14 03:00:00
2021-05-14 11:00:00.001,ETHUSDT,1620979200001,0.0001,2021-05-14 11:00:00
2021-05-14 19:00:00.004,ETHUSDT,1621008000004,0.0001,2021-05-14 19:00:00
2021-05-15 03:00:00.022,ETHUSDT,1621036800022,0.00038785,2021-05-15 03:00:00
2021-05-15 11:00:00.014,ETHUSDT,1621065600014,0.00052101,2021-05-15 11:00:00
2021-05-15 19:00:00.002,ETHUSDT,1621094400002,0.00046056,2021-05-15 19:00:00
2021-05-16 03:00:00.000,ETHUSDT,1621123200000,0.00030702,2021-05-16 03:00:00
2021-05-16 11:00:00.003,ETHUSDT,1621152000003,0.00013134,2021-05-16 11:00:00
2021-05-16 19:00:00.002,ETHUSDT,1621180800002,0.00018829,2021-05-16 19:00:00
2021-05-17 03:00:00.005,ETHUSDT,1621209600005,0.00015608,2021-05-17 03:00:00
2021-05-17 11:00:00.001,ETHUSDT,1621238400001,0.000335,2021-05-17 11:00:00
2021-05-17 19:00:00.000,ETHUSDT,1621267200000,0.0007001,2021-05-17 19:00:00
2021-05-18 03:00:00.019,ETHUSDT,1621296000019,0.00018459,2021-05-18 03:00:00
2021-05-18 11:00:00.001,ETHUSDT,1621324800001,0.0001,2021-05-18 11:00:00
2021-05-18 19:00:00.006,ETHUSDT,1621353600006,0.0006146,2021-05-18 19:00:00
2021-05-19 03:00:00.000,ETHUSDT,1621382400000,0.0001,2021-05-19 03:00:00
2021-05-19 11:00:00.003,ETHUSDT,1621411200003,0.00053311,2021-05-19 11:00:00
2021-05-19 19:00:00.018,ETHUSDT,1621440000018,-0.00356332,2021-05-19 19:00:00
2021-05-20 03:00:00.005,ETHUSDT,1621468800005,0.00011828,2021-05-20 03:00:00
2021-05-20 11:00:00.000,ETHUSDT,1621497600000,0.0001,2021-05-20 11:00:00
2021-05-20 19:00:00.005,ETHUSDT,1621526400005,0.0001,2021-05-20 19:00:00
2021-05-21 03:00:00.000,ETHUSDT,1621555200000,0.0001,2021-05-21 03:00:00
2021-05-21 11:00:00.000,ETHUSDT,1621584000000,0.0001,2021-05-21 11:00:00
2021-05-21 19:00:00.001,ETHUSDT,1621612800001,0.0001,2021-05-21 19:00:00
2021-05-22 03:00:00.001,ETHUSDT,1621641600001,0.0001,2021-05-22 03:00:00
2021-05-22 11:00:00.002,ETHUSDT,1621670400002,0.0001,2021-05-22 11:00:00
2021-05-22 19:00:00.005,ETHUSDT,1621699200005,0.0001,2021-05-22 19:00:00
2021-05-23 03:00:00.006,ETHUSDT,1621728000006,0.0001,2021-05-23 03:00:00
2021-05-23 11:00:00.004,ETHUSDT,1621756800004,0.0001,2021-05-23 11:00:00
2021-05-23 19:00:00.002,ETHUSDT,1621785600002,0.0001,2021-05-23 19:00:00
2021-05-24 03:00:00.007,ETHUSDT,1621814400007,0.0001,2021-05-24 03:00:00
2021-05-24 11:00:00.005,ETHUSDT,1621843200005,0.0001,2021-05-24 11:00:00
2021-05-24 19:00:00.005,ETHUSDT,1621872000005,0.0001,2021-05-24 19:00:00
2021-05-25 03:00:00.000,ETHUSDT,1621900800000,0.0001,2021-05-25 03:00:00
2021-05-25 11:00:00.014,ETHUSDT,1621929600014,0.0001,2021-05-25 11:00:00
2021-05-25 19:00:00.000,ETHUSDT,1621958400000,0.0001,2021-05-25 19:00:00
2021-05-26 03:00:00.022,ETHUSDT,1621987200022,0.0001,2021-05-26 03:00:00
2021-05-26 11:00:00.018,ETHUSDT,1622016000018,0.0001,2021-05-26 11:00:00
2021-05-26 19:00:00.004,ETHUSDT,1622044800004,0.0001,2021-05-26 19:00:00
2021-05-27 03:00:00.000,ETHUSDT,1622073600000,0.0001,2021-05-27 03:00:00
2021-05-27 11:00:00.017,ETHUSDT,1622102400017,0.0001,2021-05-27 11:00:00
2021-05-27 19:00:00.000,ETHUSDT,1622131200000,0.0001,2021-05-27 19:00:00
2021-05-28 03:00:00.005,ETHUSDT,1622160000005,0.0001,2021-05-28 03:00:00
2021-05-28 11:00:00.009,ETHUSDT,1622188800009,0.0001,2021-05-28 11:00:00
2021-05-28 19:00:00.000,ETHUSDT,1622217600000,0.0001,2021-05-28 19:00:00
2021-05-29 03:00:00.006,ETHUSDT,1622246400006,0.0001,2021-05-29 03:00:00
2021-05-29 11:00:00.000,ETHUSDT,1622275200000,0.0001,2021-05-29 11:00:00
2021-05-29 19:00:00.000,ETHUSDT,1622304000000,0.0001,2021-05-29 19:00:00
2021-05-30 03:00:00.003,ETHUSDT,1622332800003,0.0001,2021-05-30 03:00:00
2021-05-30 11:00:00.004,ETHUSDT,1622361600004,0.0001,2021-05-30 11:00:00
2021-05-30 19:00:00.018,ETHUSDT,1622390400018,0.0001,2021-05-30 19:00:00
2021-05-31 03:00:00.002,ETHUSDT,1622419200002,0.0001,2021-05-31 03:00:00
2021-05-31 11:00:00.000,ETHUSDT,1622448000000,0.0001,2021-05-31 11:00:00
2021-05-31 19:00:00.000,ETHUSDT,1622476800000,0.0001,2021-05-31 19:00:00
2021-06-01 03:00:00.001,ETHUSDT,1622505600001,0.0001,2021-06-01 03:00:00
2021-06-01 11:00:00.010,ETHUSDT,1622534400010,0.0001,2021-06-01 11:00:00
2021-06-01 19:00:00.010,ETHUSDT,1622563200010,0.0001,2021-06-01 19:00:00
2021-06-02 03:00:00.008,ETHUSDT,1622592000008,0.0001,2021-06-02 03:00:00
2021-06-02 11:00:00.000,ETHUSDT,1622620800000,0.0001,2021-06-02 11:00:00
2021-06-02 19:00:00.007,ETHUSDT,1622649600007,0.0001,2021-06-02 19:00:00
2021-06-03 03:00:00.019,ETHUSDT,1622678400019,0.0001,2021-06-03 03:00:00
2021-06-03 11:00:00.002,ETHUSDT,1622707200002,0.0001,2021-06-03 11:00:00
2021-06-03 19:00:00.003,ETHUSDT,1622736000003,0.0001,2021-06-03 19:00:00
2021-06-04 03:00:00.003,ETHUSDT,1622764800003,0.0001,2021-06-04 03:00:00
2021-06-04 11:00:00.006,ETHUSDT,1622793600006,0.0001,2021-06-04 11:00:00
2021-06-04 19:00:00.002,ETHUSDT,1622822400002,0.0001,2021-06-04 19:00:00
2021-06-05 03:00:00.000,ETHUSDT,1622851200000,0.0001,2021-06-05 03:00:00
2021-06-05 11:00:00.004,ETHUSDT,1622880000004,0.0001,2021-06-05 11:00:00
2021-06-05 19:00:00.020,ETHUSDT,1622908800020,0.0001,2021-06-05 19:00:00
2021-06-06 03:00:00.000,ETHUSDT,1622937600000,0.0001,2021-06-06 03:00:00
2021-06-06 11:00:00.004,ETHUSDT,1622966400004,0.0001,2021-06-06 11:00:00
2021-06-06 19:00:00.000,ETHUSDT,1622995200000,0.0001,2021-06-06 19:00:00
2021-06-07 03:00:00.007,ETHUSDT,1623024000007,0.0001,2021-06-07 03:00:00
2021-06-07 11:00:00.007,ETHUSDT,1623052800007,0.0001,2021-06-07 11:00:00
2021-06-07 19:00:00.003,ETHUSDT,1623081600003,0.0001,2021-06-07 19:00:00
2021-06-08 03:00:00.000,ETHUSDT,1623110400000,0.0001,2021-06-08 03:00:00
2021-06-08 11:00:00.000,ETHUSDT,1623139200000,0.0001,2021-06-08 11:00:00
2021-06-08 19:00:00.002,ETHUSDT,1623168000002,0.0001,2021-06-08 19:00:00
2021-06-09 03:00:00.009,ETHUSDT,1623196800009,0.0001,2021-06-09 03:00:00
2021-06-09 11:00:00.002,ETHUSDT,1623225600002,0.0001,2021-06-09 11:00:00
2021-06-09 19:00:00.000,ETHUSDT,1623254400000,0.0001,2021-06-09 19:00:00
2021-06-10 03:00:00.007,ETHUSDT,1623283200007,0.0001,2021-06-10 03:00:00
2021-06-10 11:00:00.003,ETHUSDT,1623312000003,0.0001,2021-06-10 11:00:00
2021-06-10 19:00:00.000,ETHUSDT,1623340800000,0.0001,2021-06-10 19:00:00
2021-06-11 03:00:00.010,ETHUSDT,1623369600010,0.0001,2021-06-11 03:00:00
2021-06-11 11:00:00.007,ETHUSDT,1623398400007,0.0001,2021-06-11 11:00:00
2021-06-11 19:00:00.006,ETHUSDT,1623427200006,0.00008683,2021-06-11 19:00:00
2021-06-12 03:00:00.005,ETHUSDT,1623456000005,0.0001,2021-06-12 03:00:00
2021-06-12 11:00:00.000,ETHUSDT,1623484800000,0.0001,2021-06-12 11:00:00
2021-06-12 19:00:00.018,ETHUSDT,1623513600018,0.0001,2021-06-12 19:00:00
2021-06-13 03:00:00.002,ETHUSDT,1623542400002,0.0001,2021-06-13 03:00:00
2021-06-13 11:00:00.000,ETHUSDT,1623571200000,0.0001,2021-06-13 11:00:00
2021-06-13 19:00:00.003,ETHUSDT,1623600000003,0.0001,2021-06-13 19:00:00
2021-06-14 03:00:00.000,ETHUSDT,1623628800000,0.0001,2021-06-14 03:00:00
2021-06-14 11:00:00.015,ETHUSDT,1623657600015,0.0001,2021-06-14 11:00:00
2021-06-14 19:00:00.000,ETHUSDT,1623686400000,0.00003785,2021-06-14 19:00:00
2021-06-15 03:00:00.000,ETHUSDT,1623715200000,0.0001,2021-06-15 03:00:00
2021-06-15 11:00:00.000,ETHUSDT,1623744000000,0.0001,2021-06-15 11:00:00
2021-06-15 19:00:00.004,ETHUSDT,1623772800004,0.0001,2021-06-15 19:00:00
2021-06-16 03:00:00.004,ETHUSDT,1623801600004,0.0001,2021-06-16 03:00:00
2021-06-16 11:00:00.001,ETHUSDT,1623830400001,0.0001,2021-06-16 11:00:00
2021-06-16 19:00:00.000,ETHUSDT,1623859200000,0.0001,2021-06-16 19:00:00
2021-06-17 03:00:00.004,ETHUSDT,1623888000004,0.0001,2021-06-17 03:00:00
2021-06-17 11:00:00.000,ETHUSDT,1623916800000,0.0001,2021-06-17 11:00:00
2021-06-17 19:00:00.002,ETHUSDT,1623945600002,0.0001,2021-06-17 19:00:00
2021-06-18 03:00:00.009,ETHUSDT,1623974400009,-0.00000578,2021-06-18 03:00:00
2021-06-18 11:00:00.014,ETHUSDT,1624003200014,0.00009549,2021-06-18 11:00:00
2021-06-18 19:00:00.007,ETHUSDT,1624032000007,0.0001,2021-06-18 19:00:00
2021-06-19 03:00:00.003,ETHUSDT,1624060800003,-0.00018201,2021-06-19 03:00:00
2021-06-19 11:00:00.001,ETHUSDT,1624089600001,-0.00000178,2021-06-19 11:00:00
2021-06-19 19:00:00.000,ETHUSDT,1624118400000,0.0001,2021-06-19 19:00:00
2021-06-20 03:00:00.005,ETHUSDT,1624147200005,0.00004657,2021-06-20 03:00:00
2021-06-20 11:00:00.000,ETHUSDT,1624176000000,0.00000741,2021-06-20 11:00:00
2021-06-20 19:00:00.002,ETHUSDT,1624204800002,-0.00024432,2021-06-20 19:00:00
2021-06-21 03:00:00.019,ETHUSDT,1624233600019,0.00004439,2021-06-21 03:00:00
2021-06-21 11:00:00.000,ETHUSDT,1624262400000,-0.00007382,2021-06-21 11:00:00
2021-06-21 19:00:00.024,ETHUSDT,1624291200024,-0.00007303,2021-06-21 19:00:00
2021-06-22 03:00:00.008,ETHUSDT,1624320000008,0.0001,2021-06-22 03:00:00
